trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.025476469946681016}",20,0,18.9839305653356,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.025222974835227212}",25,0,26.093128808848945,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.024972002042276155}",30,20,21.21886770191319,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024723526470339388}",20,7,21.90015015510518,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.02447752327165267}",20,0,13.598087777471925,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.024233967845691113}",20,0,10.4839850663918,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
374,False,"{'a': 0.5, 'e': 0.023992835836709175}",25,18,10.417856871422838,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023754103131304997}",20,6,10.08944097368613,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.023517745856009107}",30,3,39.349805135092986,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.02328374037489701}",35,7,32.5959781555361,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.02305206328722557}",20,9,21.012650244751143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.02282269142509298}",20,16,6.353986410848763,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.022595601851121864}",25,8,28.95217231560614,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.0223707718561656}",20,2,22.550687356919298,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.022148178957037315}",20,10,20.933401183535285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02192780089426162}",20,6,25.20635595155975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.02170961562984857}",30,14,29.420511805949147,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.021493601345089923}",30,16,25.04106144075032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.02127973643837717}",35,21,26.94907621051426,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.021067999523041434}",20,6,25.02190788361804,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.02085836942521472}",20,0,20.324039981660828,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.020650825181712566}",20,0,32.170642833087356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.020445346037937653}",25,2,38.047557004574315,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.02024191144580439}",25,8,31.82227564919825,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.020040501061684014}",30,20,16.81871100269315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019841094744370288}",20,0,30.057389343548266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.5, 'e': 0.019643672553065292}",30,16,-18.059821426151327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 0.5, 'e': 0.01944821474538539}",20,0,25.816502281269017,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.01925470177538692}",20,13,10.78510915048133,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.019063114291611637}",25,12,-16.468158683987067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
398,False,"{'a': 0.5, 'e': 0.018873433135151486}",20,5,6.342357952803031,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018685639337732773}",30,13,24.45996677378396,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.018499714119819242}",20,13,12.648489740604063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.01831563888873418}",25,10,28.526357216331707,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.018133395236801075}",20,11,13.52910638455757,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.017952964939502866}",35,14,23.991297297969957,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.01777432995365944}",25,13,20.784083462840353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017597472415623393}",20,7,8.77924435609074,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.017422374639493515}",20,6,24.967904382479908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.01724901911534628}",30,20,18.812325822371488,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.017077388507484793}",20,14,11.872149217506573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.01690746565270528}",20,9,5.976385688984937,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.016739233558580632}",30,20,13.124356105702613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.016572675401761255}",20,15,12.078171898714047,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.016407774526292645}",25,16,16.127610282973624,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.01624451444194987}",30,24,10.63297164527283,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.016082878822588433}",20,13,12.003469691543938,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,16,15.442510989452124,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.015764416484854486}",20,8,27.339922044896962,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.01560755791998283}",25,11,26.30142733333471,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.015452260123909515}",25,14,-22.856875247992036,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
419,False,"{'a': 0.5, 'e': 0.015298507566725518}",25,0,38.04700776134282,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.01514628487304698}",25,14,21.080758978915256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,12,17.284715673076967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014846368338086832}",25,17,16.45856532469774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014698644504901784}",25,6,30.933244074526034,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014552390548416123}",20,11,19.982542152362285,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.01440759184311235}",30,14,19.31506101790545,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.014264233908999256}",20,14,12.611491451205135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.014122302410163962}",20,10,16.165477080358116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013981783153338308}",25,12,28.082879178812323,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013842662086479501}",20,12,14.413108888696561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013704925297364945}",30,22,13.942276225283333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013568559012200934}",25,13,20.199601650990488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013433549594245314}",20,10,23.34844338503636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.013299883542443767}",30,19,23.071811332280095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.013167547490079751}",20,10,17.486421163621362,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.013036528203437736}",30,20,20.667399687180378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.012906812580479873}",20,16,9.321350477443977,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.01277838764953576}",20,4,5.006772216972882,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012651240568005305}",30,16,20.495010993054724,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,10,17.729779545856783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.012400729220443406}",20,10,15.402109290401087,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.012277339903068436}",30,13,31.68007602495583,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.012155178329914935}",20,8,21.15033797075501,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.012034232284723775}",30,3,33.41453442627763,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.011914489672789647}",25,18,13.353117065341603,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011795938519751562}",20,13,13.22480595861088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011678566970395442}",25,15,18.202249611872396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.011562363287468536}",20,8,9.894833060098353,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.01144731585050571}",20,14,11.082791825429364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011333413154667387}",30,15,28.708153395222148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.011220643809589084}",25,12,25.694184500914815,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.011108996538242306}",30,17,23.945873825392237,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.010998460175806881}",20,0,22.03180991267797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.01088902366855445}",20,12,17.4260472547102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.010780676072743084}",20,10,17.207159069096484,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.010673406553522925}",25,13,22.373255462698435,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010567204383852655}",35,23,19.020677806904793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010462058943426803}",25,11,28.635072894587022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010357959717613696}",20,0,31.837291496949483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
459,False,"{'a': 0.5, 'e': 0.010254896296404022}",30,20,17.774674695489797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.010152858373369763}",25,20,9.38572828583745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.010051835744633586}",20,8,24.9590277275423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.00995181830784842}",25,14,24.561591249152958,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.009852796061187257}",25,6,32.106099852184094,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.009754759102342903}",30,13,33.020776987294155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.009657697627537777}",20,8,24.239805821580397,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.009561601930543505}",20,11,16.621648222650467,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.009466462401710323}",25,4,36.31905253931569,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.009372269527006058}",25,17,15.189535744376913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.009279013887064744}",20,3,25.848400361771493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.009186686156244664}",30,2,42.60558342211774,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.009095277101695816}",25,8,30.74687994742471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.00900477758243656}",30,8,42.017204960360836,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.008915178548439553}",25,14,21.747970659283823,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.008826471039726723}",20,8,20.66396545529794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.00873864618547329}",25,5,32.03268917510298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.008651695203120634}",25,14,19.61947895215032,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.00856560939749806}",20,12,12.325529135926477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.008480380159953269}",25,6,32.774843796016974,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.00839599896749147}",25,14,21.614432586397935,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.008312457381923119}",25,18,12.203835788673107,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.00822974704902003}",35,21,27.32039653805791,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.008147859697679989}",30,18,22.409374503320926,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.008066787139099614}",20,6,26.453442026174805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.007986521265955502}",20,14,11.0327868753045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.007907054051593441}",25,0,42.52207054485925,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
486,False,"{'a': 0.5, 'e': 0.007828377549225773}",20,12,14.541150030911112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.007750483891136692}",20,13,11.769187339005203,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.007673365287895489}",20,7,25.169145838031014,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.007597014027577567}",20,7,22.513314198894342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.00752142247499327}",20,14,12.604800282836436,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.007446583070924338}",20,8,-21.3935016153005,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
492,False,"{'a': 0.5, 'e': 0.007372488331368012}",20,13,10.577245085112658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.007299130846788583}",30,3,50.88509966332979,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.0072265032813764625}",20,13,11.137534711855455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.007154598372314579}",25,0,-24.415060042524615,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
496,False,"{'a': 0.5, 'e': 0.0070834089290521185}",20,16,7.459793803649116,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.007012927832585425}",30,21,12.215330483365612,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.0069431480347461145}",20,4,21.767957859672013,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.006874062557496248}",20,9,25.689612177530343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.006805664492230543}",25,3,38.592489071024346,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.006737946999085467}",35,21,3.392427575649696,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.006670903306255274}",20,12,15.808836553121967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.006604526709314811}",30,19,21.457931446261814,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.006538810570549064}",30,14,27.96259751497215,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.006473748318289405}",35,23,20.32547364099741,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.006409333446256383}",30,9,39.372655688491875,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.006345559512909116}",25,14,21.857393485318795,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.006282420140801118}",20,16,7.25893383889359,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.006219909015942573}",25,0,39.90666228383104,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
510,False,"{'a': 0.5, 'e': 0.006158019887168897}",25,8,32.4220645240707,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.006096746565515638}",20,2,31.211540197831354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.006036082923599565}",30,19,21.210547596563234,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.005976022895005943}",25,13,8.5029943125185,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.005916560473681857}",20,11,14.939275286040152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.0058576897133356225}",30,13,33.98146221102884,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.005799404726842141}",25,18,12.416591901021416,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.005741699685654202}",25,13,20.918688176755982,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.005684568819219595}",20,12,11.6749246909528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.005628006414404065}",25,12,25.634184938228287,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.005572006814919993}",20,5,25.7556404776122,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.0055165644207607716}",20,16,6.013504447266726,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.005461673687640779}",30,8,38.20915990982683,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.00540732912644096}",25,11,15.163356165028906,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.005353525302659903}",25,0,36.70796018375547,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
525,False,"{'a': 0.5, 'e': 0.005300256835870402}",25,14,7.852257448677562,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.005247518399181385}",20,16,7.919182171607668,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.005195304718705231}",25,12,23.83445408623603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.005143610573030383}",30,19,17.098840794575107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.00509243079269919}",20,16,5.893261150625861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.005041760259690979}",25,10,23.2469612116175,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.004991593906910217}",20,6,26.63895645347185,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.004941926717679822}",30,8,37.04779102282526,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.004892753725239476}",20,9,17.81524919502963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.004844070012248967}",30,13,7.8669205284378325,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.004795870710296421}",20,0,-10.746695142591046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
536,False,"{'a': 0.5, 'e': 0.004748150999411478}",30,21,16.011696819567675,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.004700906107583276}",20,8,21.987441708115806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.004654131310283272}",30,10,29.686163899577057,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.004607821929992752}",30,17,27.041942073416095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.004561973335735096}",25,12,28.04571002062386,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.004516580942612666}",20,14,12.56297434360022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.004471640211348332}",25,16,20.463916079597514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.004427146647831511}",25,19,14.000652842788083,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.004383095802668776}",20,6,27.93752994795776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.004339483270738895}",20,0,-10.64606290821965,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
546,False,"{'a': 0.5, 'e': 0.00429630469075234}",25,1,37.20823733823602,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.004253555744815125}",25,13,27.046684766942427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.004211232157997035}",30,9,24.825877978429297,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.0041693296979041115}",20,10,20.086915317579678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.004127844174255436}",25,15,17.616345671448936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.004086771438464067}",20,11,15.502640327335175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.004046107383222199}",25,8,34.95009448700998,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.00400584794209042}",20,15,12.869945151439396,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
